Qunatidade Participantes;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;Comentarios
538;77637;1762;02/04/2020 07:13;PT;39;Female;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;Aracaju/Sergipe;Married/cohabiting;1;Yes;Life carries on with minor changes;NA;NA;O distanciamento das medidas tomadas pelo governo federal e os governos estaduais e municipais, no meu país. É uma diferença absurda, pois enquanto o presidente se recusa a tomar as medidas de isolamento, os governos estaduais e municipais tomam as medidas, do meu ponto de vista, necessárias. Essa balança me deixa insegura, envergonhada e rezando para que os governos estaduais continuem tendo autonomia.
539;77645;2229;03/04/2020 07:20;PT;31;Male;PhD/Doctorate;None;Student;Brazil;no;Nordeste;Single;0;Yes;Isolated;2;1;NA
540;77656;1533;02/04/2020 07:07;PT-BR;33;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Married/cohabiting;0;Yes;Isolated;1;0;NA
541;77881;1468;02/04/2020 06:32;PT-BR;35;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;MG;Married/cohabiting;NA;Yes;Isolated;1;0;Apoio pequenos produtores e comerciantes da minha região, passei a encontrar meus familiares e amigos através de plataformas online, tenho tido mais tempo para fazer as minhas coisas em casa e ainda estou administrando os afazeres domésticos e os profissionais. Sou professora de idiomas e pela primeira vez estou dando aulas pela internet, o que tem sido um desafio, mas também uma ótima oportunidade de aprendizado e de troca.
542;78312;950;02/04/2020 05:23;PT-BR;27;Female;PhD/Doctorate;Up to 9 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;1;0;NA
543;79594;520;03/04/2020 01:43;PT-BR;28;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;0;No;Isolated;1;0;NA
544;79887;901;02/04/2020 01:05;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;NA
545;80195;906;03/04/2020 00:18;PT;60;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;São paulo;Married/cohabiting;1;No;Life carries on as usual;NA;NA;NA
546;80562;1415;02/04/2020 23:33;EN;33;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;I am a medical doctor returning from my maternity leave back to work this month. The numbers are shocking and unffortunatelly im hoping for the worst scenario in Brazil. The real numbers are hidden from the media. We dont have enough space, neither supplies or basic protection. People are dead without testing. This is Brazil and im very ashamed. We are not taking this seriously.
547;80817;330;02/04/2020 22:30;PT-BR;35;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Divorced/widowed;1;Yes;Isolated;1;0;NA
548;80966;266;02/04/2020 21:59;PT-BR;37;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;2;0;NA
549;80995;2162;01/04/2020 22:24;PT-BR;48;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Santa Catarina;Divorced/widowed;0;Yes;Isolated;1;0;NA
550;81200;2928;02/04/2020 22:04;PT-BR;57;Female;College degree, bachelor, master;None;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;Ainda tem muita gente sem noção por ai. Acham que isso tudo o que está acontecendo no mundo é jogada política. E que as pessoas devem continuar da indo sim.
551;81234;2647;01/04/2020 21:55;EN;33;Female;College degree, bachelor, master;Some College or equivalent;Student;Brazil;no;São Paulo;Married/cohabiting;0;Not sure;Isolated;1;0;NA
552;81682;468;02/04/2020 20:00;PT-BR;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;4;0;NA
553;81772;715;01/04/2020 19:27;SME;58;Male;PhD/Doctorate;Up to 9 years of school;Full time employed;Brazil;yes;Rio de Janeiro;Divorced/widowed;3;No;Isolated;1;0;NA
554;81797;1038;01/04/2020 19:27;SME;29;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;yes;São Paulo;Single;0;No;Isolated;0;0;NA
555;81853;814;01/04/2020 19:08;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
556;81890;1179;02/04/2020 19:00;PT-BR;27;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA
557;81919;2595;01/04/2020 19:15;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;4;0;NA
558;81933;992;01/04/2020 18:42;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;5;0;NA
559;81991;1320;01/04/2020 18:27;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
560;81993;1357;01/04/2020 18:27;PT-BR;22;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;yes;RJ;Single;0;Yes;Isolated;2;0;NA
561;81999;2461;02/04/2020 18:42;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA
562;82010;1509;01/04/2020 18:24;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
563;82025;935;01/04/2020 18:09;PT-BR;25;Male;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
564;82036;631;01/04/2020 18:01;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
565;82066;1222;01/04/2020 18:03;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
566;82070;874;01/04/2020 17:56;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;Como disse em outro campo, não conseguir ver meu namorado na mesma frequência de antes está afetando incrivelmente minha estabilidade emocional principalmente pelo fato de não termos perspectiva de quando isso vai terminar. O fato de não saber é o pior de tudo isso.
567;82071;590;02/04/2020 17:51;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
568;82080;1352;02/04/2020 18:02;PT-BR;45;Female;Up to 12 years of school;Up to 6 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;0;Medo da falta de atendimento médico para mim e meus familiares e o impacto na vida financeira da família e do país.
569;82088;403;02/04/2020 17:45;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
570;82099;198;02/04/2020 17:38;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;4;0;NA
571;82114;1360;01/04/2020 17:53;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA
572;82116;1145;01/04/2020 17:50;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA
573;82120;1144;01/04/2020 17:47;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Paraiba;Single;0;Yes;Isolated;2;NA;NA
574;82148;1212;02/04/2020 17:43;PT-BR;24;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;yes;Paraiba;Married/cohabiting;0;Yes;Isolated;3;0;NA
575;82174;791;01/04/2020 17:29;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;Diminuição drástica da minha produtividade
576;82246;906;02/04/2020 17:14;PT;64;Male;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Life carries on with minor changes;0;0;NA
577;82397;7909;01/04/2020 18:37;PT;44;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;1;O medo com a segurança aumentou muito, pois temo que haja ondas de saques e violência.
578;82423;1949;02/04/2020 16:53;PT;65;Male;Up to 12 years of school;Up to 6 years of school;Part time employed;Brazil;no;São Paulo Brasil;Married/cohabiting;1;Yes;Life carries on with minor changes;3;1;NA
579;82462;2659;01/04/2020 16:57;PT;64;NA;Some College, short continuing education or equivalent;Up to 6 years of school;Self-employed;Brazil;no;São Paulo;Married/cohabiting;1;NA;Isolated;7;2;O momento é muita tensão. Procurar se informar e manter a  calma é muito importante assim como se isolar.
580;82555;2845;01/04/2020 16:43;EN;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Santa Catarina;Married/cohabiting;1;Not sure;Life carries on with minor changes;5;0;NA
581;82809;556;02/04/2020 15:32;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
582;82907;1113;01/04/2020 15:29;PT-BR;22;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;2;0;NA
583;83442;1716;02/04/2020 14:37;PT-BR;46;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Piaui;Married/cohabiting;24;Yes;Isolated;1;0;NA
584;83455;373;02/04/2020 14:14;PT-BR;63;Female;Up to 12 years of school;Up to 9 years of school;Self-employed;Brazil;no;Paraiba;Single;0;Yes;Life carries on with minor changes;3;2;NA
585;83525;1386;01/04/2020 14:23;PT;55;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Sao Paulo;Married/cohabiting;1;No;Isolated;1;0;NA
586;83857;1482;01/04/2020 13:48;PT-BR;21;Female;Up to 12 years of school;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
587;83872;424;02/04/2020 13:29;PT-BR;25;Female;Up to 12 years of school;Up to 9 years of school;Not employed;Brazil;no;João pessoa/PB;Single;1;Not sure;Life carries on with minor changes;1;1;NA
588;83960;236;02/04/2020 13:16;PT-BR;21;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
589;84104;315;02/04/2020 13:05;PT-BR;25;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;yes;espirito santo;Married/cohabiting;1;Yes;Isolated;2;0;NA
590;84166;1226;01/04/2020 13:15;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Paraíba;Single;0;Yes;Isolated;4;0;Não saber se vou conseguir um emprego na minha área devido a crise e mudanças no modo de trabalho gerada pela pandemia
591;84265;1637;01/04/2020 13:12;PT-BR;23;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;NA
592;84354;1180;01/04/2020 12:56;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA
593;84560;1191;02/04/2020 12:39;PT;39;Male;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;1;NA
594;84591;873;01/04/2020 12:30;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
595;84755;781;01/04/2020 12:13;PT;37;Female;PhD/Doctorate;College degree;Self-employed;Brazil;no;Cabreúva;Married/cohabiting;3;Yes;Isolated;2;3;NA
596;84929;26443;01/04/2020 19:07;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA
597;84974;672;02/04/2020 11:54;PT-BR;25;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;0;0;NA
598;85333;4770;01/04/2020 12:33;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;NA;Rio de Janeirp;Single;0;Not sure;Life carries on with minor changes;3;1;NA
599;85564;2022;01/04/2020 11:28;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Single;2;Yes;Isolated;2;0;NA
600;85675;1019;01/04/2020 11:03;PT-BR;49;Female;PhD/Doctorate;None;Full time employed;Brazil;no;Bahia;Married/cohabiting;1;No;Isolated;1;1;NA
601;85843;1244;01/04/2020 10:54;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;1;0;NA
602;86004;1320;02/04/2020 10:42;PT-BR;21;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
603;86201;1310;01/04/2020 10:27;PT-BR;29;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;1;Yes;Isolated;1;2;A questão financeira pq a qualquer momento não sabemos como as pessoas vão sobreviver sem dinheiro.
604;86371;335;02/04/2020 09:55;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;1;NA
605;86413;767;02/04/2020 09:57;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio Grande do Sul;Single;0;Yes;Life carries on with minor changes;0;0;NA
606;86481;1688;01/04/2020 10:05;PT-BR;19;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio Grande do Norte;Single;0;Yes;Isolated;2;0;NA
607;86885;1172;02/04/2020 09:21;PT;40;Other/would rather not say;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Lisboa;Other or would rather not say;0;Yes;Isolated;0;0;Dentro da normalidade impostas pelo governo
608;86995;848;01/04/2020 09:07;PT-BR;50;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;RS;Married/cohabiting;2;Yes;Life carries on with minor changes;1;0;NA
609;87251;727;02/04/2020 08:48;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;1;0;NA
610;87268;1256;01/04/2020 08:54;PT-BR;23;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Other or would rather not say;0;Yes;Isolated;2;0;NA
611;87298;879;01/04/2020 08:45;PT;53;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;0;NA
612;87339;1325;02/04/2020 08:50;PT;57;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Brasilia DF;Divorced/widowed;1;Yes;Isolated;0;0;NA
613;87676;1274;01/04/2020 08:21;PT-BR;34;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;RJ;Divorced/widowed;0;Yes;Isolated;0;0;NA
614;87709;823;01/04/2020 08:11;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
615;87745;1805;01/04/2020 08:25;PT;47;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Married/cohabiting;2;No;Isolated;1;0;Minha percepção mudou.  Sinto-me mais atenta e sinto que novas  idéias surgem com muito mais frequência.  Acordo de madrugada com pensamentos importantes e anoto. Sinto mais vontade de pesquisar e analisar cenários para aproveitar esse momento fértil de criatividade.  Sinto mais vontade de participar politicamente induzindo as pessoas a discutir temas importantes da sociedade que antes não sentia.
616;87786;1901;01/04/2020 08:24;FR;28;Male;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;yes;pays d'origine: france;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;Je suis français vivant au Brésil normalement jusqu'en aout avec ma compagne qui n'est pas Française. Ne pas savoir comment la situation va évoluer et/ou si on pourra retourner en France est le plus dure.
617;88159;129;02/04/2020 07:23;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
618;88215;1045;01/04/2020 07:33;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;3;0;NA
619;88306;2341;01/04/2020 07:44;PT-BR;27;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Not sure;Isolated;3;0;NA
620;88312;1116;02/04/2020 07:22;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Not sure;Life carries on with minor changes;3;0;NA
621;88329;639;01/04/2020 07:13;PT-BR;21;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;yes;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA
622;88333;1016;01/04/2020 07:19;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;3;Not sure;Life carries on with minor changes;3;0;NA
623;88359;1056;01/04/2020 07:16;PT-BR;25;NA;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rj;Single;0;Yes;Isolated;1;0;NA
624;88400;738;02/04/2020 07:07;PT;22;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;2;0;NA
625;88406;851;01/04/2020 07:08;PT-BR;25;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;4;0;NA
626;88409;677;02/04/2020 07:05;PT-BR;20;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
627;88424;2883;01/04/2020 07:40;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
628;88433;28637;01/04/2020 14:49;PT-BR;20;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA
629;88438;379;02/04/2020 06:57;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
630;88457;648;01/04/2020 07:00;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;1;0;NA
631;88472;1780;01/04/2020 07:17;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA
632;88482;1184;01/04/2020 07:06;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;2;0;NA
633;88498;1227;01/04/2020 07:05;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA
634;88509;959;01/04/2020 06:59;PT-BR;21;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Full time employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
635;88674;8685;01/04/2020 08:55;PT-BR;30;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Paraíba;Single;0;Yes;Isolated;1;0;Estou há um ano sem bolsa de mestrado para fazer minha pesquisa. Todo dia é uma batalha que tenho que vencer. A pandemia atual, pra mim, é como se fosse o final pra alguma coisa que eu não sei. Obrigada pela pesquisa...
636;88813;1377;02/04/2020 06:42;PT;23;Female;Some College, short continuing education or equivalent;College degree;Self-employed;Brazil;no;São Paulo;Single;3;Yes;Isolated;3;0;NA
637;89184;1394;01/04/2020 06:23;PT-BR;20;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
638;89821;1927;01/04/2020 06:00;PT-BR;57;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rj;Single;3;Yes;Isolated;3;0;NA
639;90349;1272;01/04/2020 05:25;PT;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;São Paulo;Single;0;Yes;Isolated;1;0;NA
640;90650;991;01/04/2020 05:06;PT-BR;40;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Sao Paulo;Single;1;Yes;Isolated;0;0;NA
641;92131;1391;01/04/2020 03:56;FR;36;Male;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;yes;Brésil;Married/cohabiting;1;Yes;Isolated;1;0;Que l'on laisse e une place aux déclarations des negationistes et autres.
642;92357;405;02/04/2020 03:23;PT-BR;38;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;2;1;NA
643;94506;872;01/04/2020 01:06;PT-BR;37;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;No;Isolated;2;0;NA
644;96115;68842;02/04/2020 16:25;PT-BR;21;Other/would rather not say;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;rj;Other or would rather not say;1;Yes;Life carries on with minor changes;1;0;NA
645;96158;822;01/04/2020 21:28;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do sul;Single;2;Yes;Isolated;3;1;NA
646;96178;1077;31/03/2020 21:23;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;NA
647;96186;310;01/04/2020 21:08;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do Sul;Single;2;Yes;Isolated;4;1;NA
648;96234;1404;31/03/2020 21:13;PT-BR;23;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;NA
649;96338;745;01/04/2020 20:37;PT-BR;30;Female;College degree, bachelor, master;Up to 6 years of school;Not employed;Brazil;no;RS;Single;2;Yes;Isolated;2;0;NA
650;96362;82298;01/04/2020 19:10;PT-BR;24;Male;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA
651;96548;1014;31/03/2020 19:56;PT-BR;29;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA
652;96597;2230;31/03/2020 20:06;EN;25;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;4;0;NA
653;96604;1009;31/03/2020 19:44;PT-BR;56;Female;College degree, bachelor, master;Up to 6 years of school;Retired;Brazil;no;RS;Divorced/widowed;2;Yes;Isolated;4;0;NA
654;96619;1528;31/03/2020 19:50;PT-BR;42;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio grande do sul;Married/cohabiting;1;Yes;Life carries on with minor changes;NA;NA;Preocupação com a violência que pode surgir em função da crise financeira que está se anunciando... Medo excessivo de perder familiares
655;96631;1940;31/03/2020 19:54;PT-BR;52;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;No;Isolated;1;0;Existe uma insegurança quando o Presidente do país faz discursos na contra mão das recomendações sensatas do ministro da saúde. Também me causa uma certa angústia as teorias de conspiração e informações erradas que leio nas redes sociais. O país estava dividido na época das eleições e nem mesmo uma pandemia conseguiu terminar com essa polarização. Os que votaram por escolha no Presidente acatam tudo o que ele fala como uma verdade absoluta e os que eram a favor do governo anterior ficam o tempo todo procurando formas de desestabilizar as coisas. Nada disso acalma hma nação.
656;96645;1372;31/03/2020 19:43;PT-BR;44;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de J;Married/cohabiting;0;Yes;Isolated;1;0;NA
657;96703;900;31/03/2020 19:25;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA
658;96740;1366;31/03/2020 19:25;PT-BR;24;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;RS;Single;0;Yes;Isolated;3;0;NA
659;96804;908;01/04/2020 19:07;PT-BR;69;Female;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;5;0;O que mais impacta e atemorizar é a postura do presidente do país
660;96864;1416;31/03/2020 19:05;PT-BR;24;Male;Up to 12 years of school;Up to 12 years of school;Not employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
661;96865;650;01/04/2020 18:52;PT-BR;26;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RS;Single;0;Yes;Isolated;1;0;NA
662;96914;1161;31/03/2020 18:53;PT-BR;19;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA
663;96918;1632;31/03/2020 19:00;PT-BR;55;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;4;0;NA
664;96950;1970;01/04/2020 19:03;PT-BR;26;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;1;1;NA
665;96976;1196;31/03/2020 18:47;PT-BR;18;Female;Up to 12 years of school;Up to 6 years of school;Self-employed;Brazil;no;NA;Single;3;Not sure;Life carries on with minor changes;2;0; 
666;97062;166;01/04/2020 18:19;PT-BR;22;Male;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;2;0;NA
667;97079;834;31/03/2020 18:27;PT-BR;34;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RJ;Married/cohabiting;2;Yes;Isolated;1;2;NA
668;97083;1589;31/03/2020 18:39;PT-BR;58;Female;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de Janeiro;Divorced/widowed;3;Yes;Life carries on with minor changes;3;0;Existe uma manipulação da mídias e político quanto ao isolamento total.  Lockdown não é a solução para o Brasil.
669;97090;1356;31/03/2020 18:35;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Com as ruas vazias, sinto muito mais insegurança dentro e fora de casa.
670;97095;1145;31/03/2020 18:30;PT-BR;20;Female;Up to 12 years of school;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;NA
